DATE,SUBSCRIBERS_GAINED,SUBSCRIBERS_LOST,VIEWS,WATCH_HOURS,LIKES,SHARES,COMMENTS,TOTAL_SUBSCRIBERS
2022-01-30,108,22,8849,807,339,58,25,44347
2022-01-31,88,24,5827,532,219,55,22,44411
2022-02-01,92,25,6057,575,212,47,28,44478
2022-02-02,108,28,4883,622,253,44,24,44558
2022-02-03,88,24,5895,507,219,46,28,44622
2022-02-04,80,30,6008,518,294,42,24,44672
2022-02-05,80,27,8670,813,435,50,24,44725
2022-02-06,106,28,7776,825,285,44,25,44803
2022-02-07,100,29,5375,452,252,60,26,44874
2022-02-08,111,26,5524,524,225,46,22,44959
2022-02-09,105,25,6201,507,214,54,24,45039
2022-02-10,91,26,5160,539,281,43,26,45104
2022-02-11,119,26,6702,493,232,48,24,45197
2022-02-12,97,25,8631,748,381,52,25,45269
2022-02-13,97,28,8826,637,397,50,25,45338
2022-02-14,108,26,6112,548,270,54,25,45420
2022-02-15,110,24,4839,546,241,51,27,45506
2022-02-16,111,26,6093,512,275,56,26,45591
2022-02-17,112,27,5870,489,298,49,28,45676
2022-02-18,121,27,6030,601,227,53,27,45770
2022-02-19,107,26,10469,772,385,56,24,45851
2022-02-20,103,20,9632,852,408,52,24,45934
2022-02-21,107,24,5932,546,246,50,29,46017
2022-02-22,89,26,6299,457,234,48,24,46080
2022-02-23,107,24,5136,480,237,50,25,46163
2022-02-24,113,29,6412,504,263,52,24,46247
2022-02-25,109,23,6526,572,279,52,30,46333
2022-02-26,101,24,11758,831,444,53,26,46410
2022-02-27,104,26,10238,756,481,56,27,46488
2022-02-28,118,27,6105,437,235,46,25,46579
2022-03-01,116,27,7071,507,310,60,26,46668
2022-03-02,85,26,5936,514,232,46,24,46727
2022-03-03,107,24,5950,489,282,54,22,46810
2022-03-04,107,25,5099,498,309,50,30,46892
2022-03-05,82,29,10167,751,393,58,25,46945
2022-03-06,99,22,10186,768,342,51,23,47022
2022-03-07,127,24,6320,420,257,53,28,47125
2022-03-08,104,28,6696,529,278,57,26,47201
2022-03-09,108,29,5832,510,296,40,26,47280
2022-03-10,86,28,6488,539,294,53,27,47338
2022-03-11,105,24,6024,553,183,61,28,47419
2022-03-12,85,27,9208,820,438,55,27,47477
2022-03-13,103,24,9676,820,453,61,30,47556
2022-03-14,109,28,7076,484,266,57,29,47637
2022-03-15,123,26,7578,569,245,50,26,47734
2022-03-16,91,27,6388,529,218,44,32,47798
2022-03-17,112,31,6632,534,292,52,28,47879
2022-03-18,96,28,5125,509,251,37,26,47947
2022-03-19,98,32,9798,795,435,53,30,48013
2022-03-20,101,27,10030,850,453,60,27,48087
2022-03-21,124,30,6460,555,203,52,30,48181
2022-03-22,127,25,4712,555,265,44,30,48283
2022-03-23,103,24,5445,535,246,46,27,48362
2022-03-24,91,24,6914,522,259,56,20,48429
2022-03-25,93,26,6723,502,257,50,26,48496
2022-03-26,122,28,9725,979,433,51,26,48590
2022-03-27,108,29,10250,772,342,56,23,48669
2022-03-28,90,25,6416,502,276,63,23,48734
2022-03-29,98,30,6882,600,242,51,33,48802
2022-03-30,107,23,7039,620,220,53,28,48886
2022-03-31,128,29,7662,508,242,51,29,48985
2022-04-01,109,27,7210,696,215,52,24,49067
2022-04-02,108,29,10135,735,441,60,27,49146
2022-04-03,102,24,9334,900,360,54,29,49224
2022-04-04,104,28,7438,505,303,54,24,49300
2022-04-05,102,30,6854,555,279,53,27,49372
2022-04-06,135,27,6531,583,272,54,27,49480
2022-04-07,113,23,6632,557,281,62,32,49570
2022-04-08,110,24,6178,501,255,53,30,49656
2022-04-09,104,26,10323,790,366,51,24,49734
2022-04-10,127,28,9771,873,417,55,25,49833
2022-04-11,103,27,6367,506,298,49,26,49909
2022-04-12,101,25,6485,511,308,55,26,49985
2022-04-13,99,24,6302,509,290,59,28,50060
2022-04-14,103,30,5901,561,249,47,29,50133
2022-04-15,121,29,5169,563,266,49,30,50225
2022-04-16,116,28,8983,628,442,51,29,50313
2022-04-17,94,25,9654,903,423,57,30,50382
2022-04-18,106,27,6733,527,370,52,22,50461
2022-04-19,106,24,5594,509,307,48,28,50543
2022-04-20,133,28,5914,503,257,56,31,50648
2022-04-21,107,24,6227,517,275,59,27,50731
2022-04-22,97,26,6798,597,302,57,27,50802
2022-04-23,128,25,9311,832,388,57,30,50905
2022-04-24,111,24,9310,822,417,52,31,50992
2022-04-25,107,27,6795,534,238,52,24,51072
2022-04-26,118,28,6730,575,230,54,29,51162
2022-04-27,108,26,6467,591,251,61,26,51244
2022-04-28,113,26,5692,584,337,62,27,51331
2022-04-29,108,26,5885,510,250,55,27,51413
2022-04-30,116,28,9206,732,442,44,28,51501
2022-05-01,121,28,9950,895,472,44,24,51594
2022-05-02,99,25,7681,498,344,50,32,51668
2022-05-03,103,26,6513,541,287,60,28,51745
2022-05-04,129,29,5892,552,271,54,30,51845
2022-05-05,108,29,5897,465,287,61,26,51924
2022-05-06,110,31,5195,562,278,54,25,52003
2022-05-07,109,27,42351,903,2060,255,130,52085
2022-05-08,98,26,9244,775,513,58,25,52157
2022-05-09,112,27,6788,651,278,59,24,52242
2022-05-10,111,23,6295,511,291,57,29,52330
2022-05-11,89,28,7185,523,291,52,31,52391
2022-05-12,109,26,7331,594,246,55,28,52474
2022-05-13,118,27,4691,590,247,54,29,52565
2022-05-14,107,32,10965,913,391,53,29,52640
2022-05-15,103,26,9249,910,367,73,27,52717
2022-05-16,126,25,6686,575,268,59,26,52818
2022-05-17,110,26,6037,609,270,48,25,52902
2022-05-18,133,31,6165,579,293,55,26,53004
2022-05-19,108,31,6414,588,283,48,29,53081
2022-05-20,114,28,5479,572,304,62,29,53167
2022-05-21,121,24,9737,886,492,56,30,53264
2022-05-22,93,29,9975,693,447,45,28,53328
2022-05-23,103,31,6619,458,282,66,31,53400
2022-05-24,136,31,6739,567,373,50,29,53505
2022-05-25,108,34,6150,536,292,56,25,53579
2022-05-26,108,27,5674,600,295,59,24,53660
2022-05-27,121,24,5514,554,329,66,24,53757
2022-05-28,100,24,9712,967,382,54,26,53833
2022-05-29,88,22,9743,900,468,57,29,53899
2022-05-30,104,26,6072,567,272,54,27,53977
2022-05-31,112,29,7743,626,283,56,26,54060
2022-06-01,125,31,5926,507,292,70,29,54154
2022-06-02,101,29,7136,656,288,51,28,54226
2022-06-03,127,32,5559,577,316,55,26,54321
2022-06-04,118,25,8708,903,445,60,32,54414
2022-06-05,125,29,9697,802,394,63,28,54510
2022-06-06,127,27,5783,555,261,68,23,54610
2022-06-07,97,28,6589,555,302,57,25,54679
2022-06-08,132,27,5436,669,296,61,27,54784
2022-06-09,113,29,6076,536,321,61,24,54868
2022-06-10,131,25,6216,506,275,64,29,54974
2022-06-11,114,31,9641,880,432,54,29,55057
2022-06-12,90,28,9221,769,411,68,30,55119
2022-06-13,107,28,6461,663,281,55,30,55198
2022-06-14,104,24,5842,484,270,54,31,55278
2022-06-15,120,27,6683,598,301,61,28,55371
2022-06-16,84,28,6324,557,268,73,29,55427
2022-06-17,126,26,6145,565,304,52,31,55527
2022-06-18,126,32,8207,849,354,58,32,55621
2022-06-19,139,25,7879,807,420,59,28,55735
2022-06-20,137,27,4735,555,306,62,30,55845
2022-06-21,112,29,6044,562,248,52,26,55928
2022-06-22,106,28,7364,627,271,57,30,56006
2022-06-23,112,28,5158,595,309,61,28,56090
2022-06-24,130,30,5748,504,291,53,23,56190
2022-06-25,122,28,9671,931,390,62,29,56284
2022-06-26,103,26,9108,897,381,60,28,56361
2022-06-27,110,29,6629,594,268,55,33,56442
2022-06-28,132,27,6402,614,304,55,27,56547
2022-06-29,99,32,6501,518,301,56,33,56614
2022-06-30,112,28,6131,603,247,62,34,56698
2022-07-01,114,33,5181,649,259,61,27,56779
2022-07-02,118,25,9799,946,499,69,26,56872
2022-07-03,102,30,7744,844,516,58,29,56944
2022-07-04,120,28,5846,559,310,59,31,57036
2022-07-05,122,32,6274,688,304,63,29,57126
2022-07-06,113,26,5138,657,287,58,27,57213
2022-07-07,109,25,5802,534,275,61,36,57297
2022-07-08,123,25,6353,525,301,61,29,57395
2022-07-09,117,30,8081,768,490,55,38,57482
2022-07-10,128,28,8994,951,430,62,30,57582
2022-07-11,107,32,6117,622,293,62,30,57657
2022-07-12,136,30,5782,650,259,62,29,57763
2022-07-13,125,31,4507,586,330,66,26,57857
2022-07-14,103,27,5971,428,316,51,29,57933
2022-07-15,121,27,5379,516,296,56,29,58027
2022-07-16,103,32,8434,853,474,53,27,58098
2022-07-17,110,30,8723,790,453,55,29,58178
2022-07-18,110,25,5095,586,286,62,28,58263
2022-07-19,93,19,4916,576,291,62,26,58337
2022-07-20,104,28,5031,488,363,66,32,58413
2022-07-21,110,29,4847,589,314,68,31,58494
2022-07-22,140,31,5173,589,284,67,27,58603
2022-07-23,100,31,8325,949,469,52,28,58672
2022-07-24,112,31,7778,973,438,58,33,58753
2022-07-25,123,30,5347,536,301,56,27,58846
2022-07-26,137,25,5371,718,263,68,30,58958
2022-07-27,137,32,3870,521,285,68,31,59063
2022-07-28,143,30,5116,505,315,56,30,59176
2022-07-29,101,29,6348,745,308,62,26,59248
2022-07-30,103,32,9043,957,471,65,29,59319
2022-07-31,110,30,8537,918,376,60,30,59399
2022-08-01,120,24,5484,601,343,66,31,59495
2022-08-02,155,32,5215,583,296,57,34,59618
2022-08-03,109,30,4750,547,345,61,28,59697
2022-08-04,130,29,5226,538,265,55,31,59798
2022-08-05,114,31,5380,682,318,60,32,59881
2022-08-06,113,31,9066,834,435,50,28,59963
2022-08-07,97,35,9237,886,427,55,31,60025
2022-08-08,124,28,6367,537,269,52,32,60121
2022-08-09,124,29,4985,616,311,68,30,60216
2022-08-10,108,26,4594,649,316,65,30,60298
2022-08-11,111,33,4590,571,303,66,33,60376
2022-08-12,113,25,6351,616,296,64,30,60464
2022-08-13,122,35,7323,843,513,50,34,60551
2022-08-14,130,30,7732,939,433,56,28,60651
2022-08-15,119,28,5437,602,372,56,28,60742
2022-08-16,97,27,22963,651,1615,275,155,60812
2022-08-17,125,25,5804,644,259,69,32,60912
2022-08-18,117,33,4966,561,327,61,31,60996
2022-08-19,136,30,5419,666,295,65,30,61102
2022-08-20,128,24,9876,822,522,63,34,61206
2022-08-21,121,29,6880,918,412,60,28,61298
2022-08-22,131,29,4540,606,326,65,23,61400
2022-08-23,110,28,5042,582,311,58,31,61482
2022-08-24,137,27,4969,615,313,68,29,61592
2022-08-25,124,30,4278,670,255,74,30,61686
2022-08-26,147,30,5432,618,281,69,28,61803
2022-08-27,106,32,7301,945,499,52,26,61877
2022-08-28,130,28,8805,789,423,65,32,61979
2022-08-29,101,29,5640,544,300,53,32,62051
2022-08-30,101,33,4378,796,291,63,26,62119
2022-08-31,118,33,4899,728,290,62,29,62204
2022-09-01,132,31,4968,610,297,61,28,62305
2022-09-02,112,30,4404,735,284,58,30,62387
2022-09-03,114,26,9341,942,409,64,31,62475
2022-09-04,141,30,8870,927,475,67,27,62586
2022-09-05,109,29,3273,651,300,57,27,62666
2022-09-06,122,30,4655,650,283,57,36,62758
2022-09-07,123,33,5580,672,288,66,29,62848
2022-09-08,125,35,5178,639,343,49,19,62938
2022-09-09,107,33,5166,583,333,53,28,63012
2022-09-10,117,27,6199,969,489,59,33,63102
2022-09-11,94,29,7835,957,501,55,30,63167
2022-09-12,114,29,4398,573,318,60,31,63252
2022-09-13,140,28,4704,626,305,63,30,63364
2022-09-14,132,30,4678,681,357,68,32,63466
2022-09-15,122,33,4965,680,353,55,27,63555
2022-09-16,110,34,4654,583,292,63,35,63631
2022-09-17,128,27,38187,1048,2435,320,180,63732
2022-09-18,117,33,6417,952,438,61,35,63816
2022-09-19,129,25,4668,515,261,62,26,63920
2022-09-20,123,36,5065,682,273,60,21,64007
2022-09-21,100,26,4677,632,277,68,31,64081
2022-09-22,112,33,5292,595,338,57,25,64160
2022-09-23,125,30,5124,549,307,60,29,64255
2022-09-24,125,29,7943,856,406,60,26,64351
2022-09-25,114,29,8255,882,490,70,28,64436
2022-09-26,115,25,4840,690,299,66,30,64526
2022-09-27,115,31,5531,626,305,56,32,64610
2022-09-28,136,32,4724,656,261,62,28,64714
2022-09-29,127,35,4701,669,341,73,27,64806
2022-09-30,117,34,4485,675,318,59,28,64889
2022-10-01,112,27,6137,880,463,64,32,64974
2022-10-02,135,30,7820,999,435,66,27,65079
2022-10-03,117,26,4772,522,292,63,34,65170
2022-10-04,113,28,5044,541,273,73,30,65255
2022-10-05,113,35,4806,691,319,69,28,65333
2022-10-06,107,26,5828,596,274,56,26,65414
2022-10-07,124,30,4421,654,225,60,31,65508
2022-10-08,145,30,7828,909,496,67,25,65623
2022-10-09,108,31,5179,912,526,53,30,65700
2022-10-10,131,30,5797,672,295,73,36,65801
2022-10-11,120,27,5405,617,289,62,29,65894
2022-10-12,116,30,4633,564,359,70,35,65980
2022-10-13,121,29,4463,667,301,49,28,66072
2022-10-14,125,35,5476,639,270,61,34,66162
2022-10-15,121,30,6439,1099,400,66,34,66253
2022-10-16,134,33,8429,733,484,63,34,66354
2022-10-17,138,30,5518,650,263,66,29,66462
2022-10-18,138,30,5849,656,351,68,33,66570
2022-10-19,142,27,4385,564,342,67,35,66685
2022-10-20,118,31,5404,674,317,60,34,66772
2022-10-21,111,33,5636,634,308,63,34,66850
2022-10-22,128,28,8597,1003,435,55,30,66950
2022-10-23,133,32,7646,946,492,69,29,67051
2022-10-24,128,33,5752,755,317,52,30,67146
2022-10-25,117,27,5032,646,355,77,25,67236
2022-10-26,146,28,3821,604,345,62,32,67354
2022-10-27,118,34,5343,693,278,63,32,67438
2022-10-28,101,26,6207,785,317,69,34,67513
2022-10-29,121,31,6948,886,385,69,32,67603
2022-10-30,126,31,7448,1074,501,67,28,67698
2022-10-31,125,34,4797,544,321,67,25,67789
2022-11-01,117,31,5373,844,342,62,27,67875
2022-11-02,133,34,4868,657,334,60,26,67974
2022-11-03,140,32,3932,610,340,57,31,68082
2022-11-04,115,31,5739,582,349,60,30,68166
2022-11-05,153,29,7819,999,438,67,34,68290
2022-11-06,128,30,6742,858,517,59,30,68388
2022-11-07,129,27,5025,572,278,62,31,68490
2022-11-08,122,29,4468,507,351,64,36,68583
2022-11-09,128,27,5434,650,368,62,31,68684
2022-11-10,117,31,6913,614,319,61,28,68770
2022-11-11,129,28,5725,641,341,64,31,68871
2022-11-12,148,37,6968,823,445,75,19,68982
2022-11-13,134,35,8198,763,561,59,31,69081
2022-11-14,139,34,5089,662,356,69,32,69186
2022-11-15,152,33,5089,676,274,64,30,69305
2022-11-16,136,32,4820,616,324,63,34,69409
2022-11-17,131,30,5645,704,309,55,32,69510
2022-11-18,126,26,5875,746,326,63,33,69610
2022-11-19,119,29,7710,1014,427,69,28,69700
2022-11-20,118,26,8205,975,522,67,34,69792
2022-11-21,107,28,5116,694,376,56,30,69871
2022-11-22,148,35,6110,590,359,60,29,69984
2022-11-23,118,37,5345,703,357,73,27,70065
2022-11-24,122,29,5395,621,345,58,32,70158
2022-11-25,126,35,5867,648,351,67,34,70249
2022-11-26,136,35,10539,988,499,78,31,70350
2022-11-27,126,28,8164,951,429,72,29,70448
2022-11-28,109,30,5309,590,355,70,28,70527
2022-11-29,116,37,5677,565,340,63,29,70606
2022-11-30,135,32,5609,672,345,58,32,70709
2022-12-01,124,37,5616,577,301,55,32,70796
2022-12-02,124,34,5678,627,291,74,39,70886
2022-12-03,131,31,9261,1069,522,71,33,70986
2022-12-04,105,30,9121,996,445,65,35,71061
2022-12-05,141,33,5790,644,337,60,34,71169
2022-12-06,125,31,6295,665,334,59,32,71263
2022-12-07,156,26,5741,585,338,59,28,71393
2022-12-08,116,32,5967,731,396,58,37,71477
2022-12-09,140,25,6628,554,301,63,36,71592
2022-12-10,113,38,9054,1023,576,71,36,71667
2022-12-11,131,32,10312,877,481,67,42,71766
2022-12-12,114,34,5630,761,315,69,39,71846
2022-12-13,156,37,6505,694,348,65,37,71965
2022-12-14,120,32,6000,768,301,63,35,72053
2022-12-15,115,34,5895,694,311,62,32,72134
2022-12-16,105,34,6108,628,332,72,36,72205
2022-12-17,130,31,9505,907,517,58,32,72304
2022-12-18,137,35,9053,940,550,69,30,72406
2022-12-19,112,30,6075,667,377,64,35,72488
2022-12-20,134,31,6173,633,280,71,32,72591
2022-12-21,145,34,5590,590,284,69,34,72702
2022-12-22,152,35,7434,603,343,67,31,72819
2022-12-23,137,33,6333,817,391,66,32,72923
2022-12-24,145,36,11227,988,475,70,28,73032
2022-12-25,116,30,8354,891,552,69,30,73118
2022-12-26,154,36,6650,665,375,69,30,73236
2022-12-27,155,36,5814,641,390,68,27,73355
2022-12-28,119,28,6644,764,356,71,36,73446
2022-12-29,112,29,6182,629,388,62,30,73529
2022-12-30,140,33,5385,625,325,60,29,73636
2022-12-31,150,31,10460,1009,516,62,30,73755
2023-01-01,151,30,9865,1069,445,62,32,73876
2023-01-02,135,30,7231,736,325,67,28,73981
2023-01-03,134,30,7463,727,353,81,33,74085
2023-01-04,143,29,7233,628,239,77,33,74199
2023-01-05,122,29,6259,740,312,61,32,74292
2023-01-06,143,34,4546,621,352,76,31,74401
2023-01-07,143,38,11268,1155,466,76,33,74506
2023-01-08,112,36,9161,888,510,64,33,74582
2023-01-09,128,29,7152,654,362,64,39,74681
2023-01-10,139,37,7400,750,283,63,29,74783
2023-01-11,137,30,6584,672,346,60,33,74890
2023-01-12,108,36,7539,596,307,61,33,74962
2023-01-13,106,25,6579,674,308,73,30,75043
2023-01-14,137,28,10403,1227,550,68,33,75152
2023-01-15,143,37,11156,1038,450,54,32,75258
2023-01-16,142,35,7019,682,368,66,31,75365
2023-01-17,113,28,7925,739,386,58,36,75450
2023-01-18,131,30,6194,717,386,69,26,75551
2023-01-19,148,32,6138,649,340,76,32,75667
2023-01-20,140,33,5815,723,291,63,36,75774
2023-01-21,138,40,9960,919,511,67,32,75872
2023-01-22,164,32,11923,1129,547,60,32,76004
2023-01-23,125,30,7416,641,294,60,36,76099
2023-01-24,142,35,6379,627,337,68,34,76206
2023-01-25,126,28,7550,710,338,65,31,76304
2023-01-26,135,32,6327,683,299,54,33,76407
2023-01-27,116,35,6757,642,374,70,35,76488
2023-01-28,128,34,10860,1017,597,57,32,76582
2023-01-29,138,34,12264,966,436,67,34,76686
2023-01-30,138,33,7258,607,347,63,33,76791
2023-01-31,139,34,5687,688,369,76,35,76896
2023-02-01,119,26,7496,670,415,72,32,76989
2023-02-02,135,39,6776,711,361,64,36,77085
2023-02-03,133,35,7180,615,347,53,34,77183
2023-02-04,121,38,11586,1081,562,76,31,77266
2023-02-05,153,39,12108,970,508,63,36,77380
2023-02-06,141,38,8029,662,320,57,37,77483
2023-02-07,134,32,6837,774,329,64,34,77585
2023-02-08,137,31,7891,665,334,64,38,77691
2023-02-09,124,40,8808,692,359,68,34,77775
2023-02-10,138,26,8532,719,320,63,34,77887
2023-02-11,152,35,11726,1132,493,63,35,78004
2023-02-12,140,39,11128,1249,435,59,33,78105
2023-02-13,129,33,9013,791,291,61,33,78201
2023-02-14,125,37,7787,672,413,73,32,78289
2023-02-15,112,33,6520,611,333,66,39,78368
2023-02-16,115,35,6841,719,314,67,36,78448
2023-02-17,143,33,9715,732,277,72,32,78558
2023-02-18,137,35,11851,865,475,75,32,78660
2023-02-19,132,33,11311,987,552,76,36,78759
2023-02-20,127,34,9095,735,380,71,39,78852
2023-02-21,136,34,9264,780,327,75,37,78954
2023-02-22,157,35,7049,798,333,76,32,79076
2023-02-23,149,35,9787,512,325,72,33,79190
2023-02-24,120,34,7191,643,303,80,32,79276
2023-02-25,134,29,11853,1234,501,72,29,79381
2023-02-26,154,28,11548,1012,555,67,33,79507
2023-02-27,166,33,7545,633,402,55,34,79640
2023-02-28,114,28,8825,524,322,78,31,79726
2023-03-01,141,36,8684,579,332,69,33,79831
2023-03-02,128,31,8552,756,353,75,33,79928
2023-03-03,131,36,7617,820,316,73,34,80023
2023-03-04,133,35,12141,1077,597,66,33,80121
2023-03-05,153,34,11332,952,636,60,30,80240
2023-03-06,173,40,9052,713,374,73,30,80373
2023-03-07,128,34,8427,647,384,72,32,80467
2023-03-08,178,34,8215,601,404,75,36,80611
2023-03-09,138,34,7179,682,375,63,35,80715
2023-03-10,139,32,6905,619,379,74,35,80822
2023-03-11,148,26,12687,1111,565,59,37,80944
2023-03-12,159,34,13028,1044,540,64,36,81069
2023-03-13,135,33,8237,699,406,65,36,81171
2023-03-14,159,30,7642,647,360,60,35,81300
2023-03-15,134,27,8467,569,358,72,36,81407
2023-03-16,125,32,8272,568,331,69,35,81500
2023-03-17,150,29,9970,626,399,82,32,81621
2023-03-18,145,34,12396,1246,622,62,32,81732
2023-03-19,130,39,11958,1035,484,78,39,81823
2023-03-20,143,34,8136,701,340,74,32,81932
2023-03-21,151,33,7895,690,380,80,36,82050
2023-03-22,158,36,9388,706,379,61,33,82172
2023-03-23,124,35,7626,690,353,73,32,82261
2023-03-24,146,37,9412,613,352,68,39,82370
2023-03-25,128,32,12348,1041,580,78,37,82466
2023-03-26,155,36,11318,1054,546,75,38,82585
2023-03-27,167,37,8010,778,338,62,40,82715
2023-03-28,143,37,7984,643,367,77,33,82821
2023-03-29,111,38,8694,737,356,68,32,82894
2023-03-30,148,30,7675,694,323,70,40,83012
2023-03-31,163,30,7802,658,310,73,40,83145
2023-04-01,134,35,12520,967,492,74,37,83244
2023-04-02,134,34,13720,1011,562,75,35,83344
2023-04-03,128,36,7604,703,390,75,37,83436
2023-04-04,130,34,9451,799,346,73,33,83532
2023-04-05,124,33,7089,648,347,55,31,83623
2023-04-06,127,37,6993,675,298,77,41,83713
2023-04-07,159,39,8623,657,325,62,37,83833
2023-04-08,152,33,10035,1053,567,73,35,83952
2023-04-09,157,41,11884,1075,435,74,38,84068
2023-04-10,138,36,8963,690,353,73,38,84170
2023-04-11,131,34,8799,629,327,72,29,84267
2023-04-12,152,38,7809,734,307,74,32,84381
2023-04-13,138,37,8461,826,325,76,37,84482
2023-04-14,146,40,9446,710,355,55,38,84588
2023-04-15,125,29,14281,991,477,69,34,84684
2023-04-16,151,38,10152,1147,541,72,35,84797
2023-04-17,157,29,9968,704,356,75,33,84925
2023-04-18,143,36,9425,553,376,67,36,85032
2023-04-19,161,38,8075,766,331,70,34,85155
2023-04-20,134,36,9874,655,325,65,35,85253
2023-04-21,117,32,8940,711,321,65,38,85338
2023-04-22,146,36,12274,1192,516,85,33,85448
2023-04-23,141,35,13325,1093,502,82,32,85554
2023-04-24,141,37,8809,600,311,83,32,85658
2023-04-25,156,30,9001,640,355,74,34,85784
2023-04-26,123,27,10066,659,366,54,35,85880
2023-04-27,148,35,9055,761,392,68,35,85993
2023-04-28,145,36,7853,630,390,71,43,86102
2023-04-29,122,35,13152,1117,463,89,37,86189
2023-04-30,151,40,13905,1081,471,72,34,86300
2023-05-01,135,38,8856,609,307,74,37,86397
2023-05-02,125,32,8165,670,355,75,35,86490
2023-05-03,128,37,8476,747,267,65,31,86581
2023-05-04,142,35,9000,765,364,59,36,86688
2023-05-05,131,40,8325,738,378,74,33,86779
2023-05-06,162,40,12118,1174,562,57,39,86901
2023-05-07,118,39,9785,1086,457,79,33,86980
2023-05-08,142,34,7904,659,385,78,31,87088
2023-05-09,128,35,7377,754,379,62,31,87181
2023-05-10,122,30,9375,722,357,70,37,87273
2023-05-11,161,38,8067,685,358,68,47,87396
2023-05-12,124,35,6816,673,414,76,36,87485
2023-05-13,144,30,13345,1107,418,69,36,87599
2023-05-14,124,32,12325,1072,537,63,39,87691
2023-05-15,125,42,8710,643,422,69,34,87774
2023-05-16,141,34,8310,681,354,61,35,87881
2023-05-17,142,41,8449,697,383,62,33,87982
2023-05-18,137,31,7814,697,397,70,41,88088
2023-05-19,135,36,8478,708,374,70,38,88187
2023-05-20,135,37,13324,1111,550,68,44,88285
2023-05-21,85,33,10713,1162,606,84,34,88337
2023-05-22,133,32,8445,794,393,68,37,88438
2023-05-23,147,36,7473,624,436,89,36,88549
2023-05-24,158,40,8833,631,391,70,35,88667
2023-05-25,162,39,8037,699,372,80,34,88790
2023-05-26,159,36,9412,692,336,79,34,88913
2023-05-27,162,40,12327,988,634,71,29,89035
2023-05-28,157,29,13674,1216,603,77,41,89163
2023-05-29,139,35,7311,722,325,70,40,89267
2023-05-30,150,29,8497,822,376,72,35,89388
2023-05-31,169,34,9523,808,329,82,40,89523
2023-06-01,136,37,8605,683,394,61,33,89622
2023-06-02,148,41,6908,738,352,96,37,89729
2023-06-03,148,42,13220,909,519,65,35,89835
2023-06-04,128,36,11070,1236,622,70,41,89927
2023-06-05,139,45,7811,774,347,70,44,90021
2023-06-06,119,37,7683,834,329,65,35,90103
2023-06-07,138,39,6916,767,416,72,36,90202
2023-06-08,129,32,8709,837,371,73,35,90299
2023-06-09,145,45,7273,667,389,89,34,90399
2023-06-10,135,38,11448,1072,481,70,37,90496
2023-06-11,139,41,11526,886,438,77,34,90594
2023-06-12,158,38,7649,867,414,58,37,90714
2023-06-13,131,35,6414,796,394,76,38,90810
2023-06-14,153,36,7618,959,404,68,34,90927
2023-06-15,152,31,7117,818,401,92,36,91048
2023-06-16,161,36,8449,749,387,79,34,91173
2023-06-17,119,40,11566,1165,463,93,35,91252
2023-06-18,135,33,11649,1081,606,74,30,91354
2023-06-19,153,42,8533,712,346,77,44,91465
2023-06-20,152,36,7994,698,334,70,32,91581
2023-06-21,142,33,8367,790,391,80,39,91690
2023-06-22,154,37,8016,685,397,78,32,91807
2023-06-23,146,37,7073,594,374,83,36,91916
2023-06-24,159,36,10828,1050,655,77,34,92039
2023-06-25,180,34,10214,1059,582,75,37,92185
2023-06-26,159,34,7999,744,389,62,38,92310
2023-06-27,130,35,6836,646,381,70,41,92405
2023-06-28,150,45,6951,755,386,56,42,92510
2023-06-29,153,38,8634,829,337,63,35,92625
2023-06-30,144,37,7683,706,380,73,35,92732
2023-07-01,177,36,10540,1042,507,78,38,92873
2023-07-02,157,37,10056,1105,526,79,37,92993
2023-07-03,153,36,7938,702,373,73,36,93110
2023-07-04,148,37,7275,918,385,76,34,93221
2023-07-05,165,38,7805,762,380,64,36,93348
2023-07-06,144,40,8224,707,399,68,33,93452
2023-07-07,122,41,6904,759,407,88,37,93533
2023-07-08,134,41,11609,993,550,79,37,93626
2023-07-09,155,31,13208,1239,550,88,34,93750
2023-07-10,146,35,7937,845,373,66,33,93861
2023-07-11,167,38,7049,770,333,77,45,93990
2023-07-12,163,37,8359,752,464,73,37,94116
2023-07-13,138,35,6917,810,411,60,36,94219
2023-07-14,163,30,6225,828,336,73,43,94352
2023-07-15,127,41,11269,1036,576,86,39,94438
2023-07-16,141,41,11942,1320,555,75,41,94538
2023-07-17,133,39,7710,701,333,63,35,94632
2023-07-18,160,40,7740,698,324,71,46,94752
2023-07-19,154,37,6669,794,328,68,43,94869
2023-07-20,154,35,7950,700,340,69,43,94988
2023-07-21,170,41,7855,893,346,73,41,95117
2023-07-22,150,29,9795,1009,615,93,37,95238
2023-07-23,158,37,11494,999,519,78,38,95359
2023-07-24,165,34,6127,764,370,83,35,95490
2023-07-25,163,40,6734,757,382,85,40,95613
2023-07-26,150,40,6721,810,378,77,37,95723
2023-07-27,156,38,5922,760,313,78,35,95841
2023-07-28,148,36,6517,783,330,87,41,95953
2023-07-29,156,35,12956,1285,606,74,37,96074
2023-07-30,170,43,10309,1098,603,72,29,96201
2023-07-31,149,35,6766,799,378,78,34,96315
2023-08-01,156,36,5832,766,449,77,36,96435
2023-08-02,162,42,6526,721,374,78,35,96555
2023-08-03,149,37,6564,848,321,68,40,96667
2023-08-04,158,41,7382,902,403,65,44,96784
2023-08-05,129,38,10922,1180,600,71,41,96875
2023-08-06,130,39,9797,1219,550,74,40,96966
